House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
47,King Shore,Jay,Elliott,70,Head,Widowed,Male,Retired Conference centre manager,None,None
47,King Shore,Steven,Walker,9,Grandson,NA,Male,Student,None,NA
48,King Shore,Aimee,Todd,36,Head,Single,Female,Forensic scientist,None,Methodist
48,King Shore,Timothy,Burrows,38,Partner,Single,Male,Advertising art director,None,Methodist
48,King Shore,Frank,Todd,18,Son,Divorced,Male,Student,None,Methodist
48,King Shore,Stuart,Todd,15,Son,NA,Male,Student,None,NA
49,King Shore,Gail,Anderson,26,Head,Single,Female,"Optician, dispensing",None,Catholic
49,King Shore,Albert,Ball,23,None,Single,Male,"Accountant, chartered public finance",None,Sikh
1,Testament Street,Sam,Pritchard,31,Head,Married,Male,Toxicologist,None,None
1,Testament Street,Julia,Pritchard,32,Wife,Married,Female,Forest/woodland manager,None,None
2,Testament Street,Harriet,Taylor,52,Head,Single,Female,Unemployed,None,Christian
2,Testament Street,Joan,Taylor,16,Daughter,NA,Female,Student,None,NA
3,Testament Street,Yvonne,Jarvis,42,Head,Married,Female,Museum education officer,None,None
3,Testament Street,Julian,Jarvis,43,Husband,Married,Male,"Programmer, applications",None,None
3,Testament Street,Cheryl,Jarvis,11,Daughter,NA,Female,Student,None,NA
4,Testament Street,Beth,Potter,21,Head,Single,Female,University Student,None,None
4,Testament Street,Benjamin,Chapman,64,None,Single,Male,"Designer, television/film set",None,None
5,Testament Street,Jean,West,75,Head,Widowed,Female,"Retired Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
5,Testament Street,Sarah,West,44,Daughter,Divorced,Female,Oceanographer,None,Christian
6,Testament Street,Lynda,Vincent,48,Head,Married,Female,"Engineer, production",None,Christian
6,Testament Street,Stuart,Vincent,50,Husband,Married,Male,Youth worker,Deaf,Christian
6,Testament Street,Barbara,Doherty-Vincent,21,Daughter,Single,Female,University Student,None,Christian
6,Testament Street,Laura,Doherty-Vincent,19,Daughter,Single,Female,University Student,None,Christian
6,Testament Street,David,Doherty-Vincent,18,Son,Single,Male,Student,None,Christian
7,Testament Street,Emily,Thompson,47,Head,Married,Female,"Engineer, energy",None,None
7,Testament Street,Shane,Thompson,51,Husband,Married,Male,Estate agent,None,None
8,Testament Street,Barbara,King-Gordon,71,Head,Married,Female,"Retired Lecturer, higher education",None,None
8,Testament Street,Ronald,King-Gordon,70,Husband,Married,M,"Retired Engineer, manufacturing",None,None
9,Testament Street,Lynda,Williams,36,Head,Divorced,Female,Dietitian,None,Christian
9,Testament Street,Rachael,Williams,0,Daughter,NA,Female,Child,None,NA
10,Testament Street,Leigh,Coles,18,Head,Single,Male,University Student,None,None
10,Testament Street,Josephine,Charlton,19,None,Single,Female,University Student,None,Catholic
10,Testament Street,Megan,Ali,19,None,Single,Female,University Student,None,Catholic
10,Testament Street,Mohamed,Bryan,20,None,Single,Male,University Student,None,None
10,Testament Street,Jemma,Archer,21,None,Single,Female,University Student,None,Catholic
11,Testament Street,Elaine,Robertson,32,Head,Single,Female,"Production assistant, television",None,Catholic
11,Testament Street,Kenneth,Warren,40,Partner,Single,Male,Toxicologist,None,Catholic
12,Testament Street,Eric,Farrell,19,Head,Single,Male,University Student,None,None
12,Testament Street,Denise,Hawkins,52,None,Single,Female,Historic buildings inspector/conservation officer,None,Christian
12,Testament Street,Ian,Lee,46,None,Single,Male,Speech and language therapist,None,Catholic
13,Testament Street,Simon,Lucas,65,Head,Widowed,Male,Facilities manager,None,None
13,Testament Street,Anne,West,11,Granddaughter,NA,Female,Student,None,NA
14,Testament Street,Abbie,Miles,61,Head,Married,Female,Information systems manager,None,None
14,Testament Street,Stanley,Miles,63,Husband,Married,Male,Comptroller,None,None
14,Testament Street,Debra,Miles,27,Daughter,Single,Female,"Buyer, industrial",None,None
15,Testament Street,Jennifer,Smith,41,Head,Single,Female,Naval architect,Blind,None
15,Testament Street,Scott,Smith,6,Son,NA,Male,Student,None,NA
16,Testament Street,Charlotte,Carey,42,Head,Single,Female,Clinical cytogeneticist,None,None
16,Testament Street,Jonathan,Barnes,43,Partner,Single,Male,Fashion designer,None,None
17,Testament Street,Katherine,Fitzgerald,35,Head,Married,Female,Media planner,None,None
17,Testament Street,Lawrence,Fitzgerald,37,Husband,Married,Male,Fitness centre manager,None,None
17,Testament Street,Craig,Fitzgerald,17,Son,NA,Male,Student,None,NA
18,Testament Street,Luke,Norris,70,Head,Widowed,Male,"Retired Merchandiser, retail",None,Christian
18,Testament Street,Susan,Sims,13,Granddaughter,NA,Female,Student,None,NA
19,Testament Street,Craig,Page,22,Head,Married,Male,University Student,None,Methodist
19,Testament Street,Charlene,Page,20,Wife,Married,f,University Student,None,Methodist
20,Testament Street,Garry,Parry,67,Head,Married,Male,"Librarian, academic",None,None
20,Testament Street,Louise,Parry,72,Wife,Married,Female,Retired Technical sales engineer,None,None
21,Testament Street,Joan,Greenwood,56,Head,Single,Female,Futures trader,None,Christian
22,Testament Street,Martin,Ellis,32,Head,Single,Male,"Surveyor, rural practice",None,None
22,Testament Street,Adam,Hart,39,None,Single,Male,Advertising account planner,None,Methodist
23,Testament Street,Amber,Smith,43,Head,Single,Female,Minerals surveyor,Disabled,None
23,Testament Street,Bruce,Smith,4,Son,NA,Male,Child,None,NA
24,Testament Street,Lydia,Bailey,41,Head,Married,Female,Personnel officer,None,Catholic
24,Testament Street,Mohammad,Bailey,45,Husband,Married,Male,Cabin crew,None,Catholic
24,Testament Street,Jayne,Bailey,13,Daughter,NA,Female,Student,None,NA
24,Testament Street,Stuart,Bailey,12,Son,NA,Male,Student,None,NA
24,Testament Street,Laura,Bailey,9,Daughter,NA,Female,Student,None,NA
25,Testament Street,Paige,Thomas,73,Head,Married,Female,"Retired Lecturer, further education",None,None
25,Testament Street,Lee,Thomas,76,Husband,Married,Male,Retired Fast food restaurant manager,None,None
26,Testament Street,Andrea,Walton,60,Head,Single,Female,Management consultant,None,Christian
26,Testament Street,Jasmine,Rowley,20,None,Single,Female,University Student,None,Catholic
26,Testament Street,Mohamed,Reed,44,None,Single,Male,Dramatherapist,None,None
27,Testament Street,Alexandra,Foster,44,Head,Divorced,Female,Chiropractor,None,None
27,Testament Street,Stacey,Foster,13,Daughter,NA,Female,Student,None,NA
28,Testament Street,Marie,Stevens,62,Head,Single,Female,Passenger transport manager,None,None
28,Testament Street,Kayleigh,Stevens,27,Daughter,Single,Female,IT technical support officer,None,None
28,Testament Street,Michael,Stevens,27,Son,Single,Male,Armed forces technical officer,None,None
29,Testament Street,Simon,Kay,72,Head,Widowed,Male,Retired Health service manager,None,Christian
30,Testament Street,Stacey,Walton,19,Head,Single,Female,University Student,None,Undecided
31,Testament Street,Antony,Simpson,63,Head,Single,Male,Financial manager,None,Christian
31,Testament Street,Julia,Hall,58,Partner,Single,Female,"Surveyor, quantity",None,None
32,Testament Street,Susan,Simpson,24,Head,Single,Female,"Lecturer, higher education",None,Muslim
32,Testament Street,Charles,Lawson,24,Partner,Single,Male,Architectural technologist,None,Muslim
33,Testament Street,Carol,Bell,55,Head,Married,Female,Curator,None,Catholic
33,Testament Street,Graham,Bell,57,Husband,Married,Male,Unemployed,None,Catholic
34,Testament Street,Neil,Lewis,73,Head,Divorced,Male,"Retired Administrator, charities/voluntary organisations",None,Christian
34,Testament Street,Norman,Lewis,29,Grandson,Widowed,Male,Paediatric nurse,None,Christian
34,Testament Street,Leonard,Griffin,25,Grandson,Single,Male,Telecommunications researcher,None,Christian
35,Testament Street,Yvonne,Edwards,52,Head,Married,Female,Dancer,None,Methodist
35,Testament Street,Martin,Edwards,52,Husband,Married,Male,"Secretary, company",None,None
35,Testament Street,Jamie,Edwards,16,Son,NA,Male,Student,None,NA
36,Testament Street,Jill,Taylor,35,Head,Divorced,Female,Trade mark attorney,None,Catholic
36,Testament Street,Rachel,Begum,23,Lodger,Single,Female,Field trials officer,None,None
1,Stephenson Square,Patricia,Williams,76,Head,Married,Female,Retired Exercise physiologist,None,None
1,Stephenson Square,Robert,Williams,79,Husband,Married,Male,Retired Sports development officer,None,None
2,Stephenson Square,Clare,Fitzgerald,40,Head,Single,Female,Television/film/video producer,None,None
2,Stephenson Square,Shaun,Fitzgerald,12,Son,NA,Male,Student,None,NA
3,Stephenson Square,Pauline,Parsons,43,Head,Single,Female,Midwife,None,None
3,Stephenson Square,Karen,Thompson,32,None,Single,Female,Barrister's clerk,None,Sikh
4,Stephenson Square,Abbie,Burton,69,Head,Married,Female,"Retired Engineer, materials",None,Christian
4,Stephenson Square,Gavin,Burton,72,Husband,Married,Male,Retired Pension scheme manager,None,Christian
4,Stephenson Square,Claire,Burton,44,Daughter,Single,Female,Chartered certified accountant,None,Christian
4,Stephenson Square,Dawn,Burton,41,Daughter,Single,Female,Environmental manager,None,Christian
4,Stephenson Square,Adam,Burton,41,Son,Single,Male,Ergonomist,None,Christian
5,Stephenson Square,Ricky,Moore,62,Head,Single,Male,Training and development officer,None,Christian
5,Stephenson Square,Sian,Butler,63,Partner,Single,Female,Unemployed,None,Christian
6,Stephenson Square,Natalie,Smith,61,Head,Divorced,Female,Local government officer,None,Christian
6,Stephenson Square,Scott,Smith,37,Son,Single,Male,Homeopath,None,None
6,Stephenson Square,Simon,Smith,35,Son,Divorced,Male,Video editor,None,Christian
6,Stephenson Square,Louise,Smith,31,Daughter,Single,Female,"Administrator, arts",None,None
7,Stephenson Square,Kim,Butler,43,Head,Single,Female,Unemployed,None,Christian
7,Stephenson Square,Daniel,Butler,14,Son,NA,Male,Student,None,NA
7,Stephenson Square,Rhys,Butler,12,Son,NA,Male,Student,None,NA
7,Stephenson Square,Kyle,Butler,7,Son,NA,Male,Student,None,NA
7,Stephenson Square,Mandy,Butler,4,Daughter,NA,Female,Child,None,NA
8,Stephenson Square,Andrea,Roberts,45,Head,Single,Female,Brewing technologist,None,Catholic
8,Stephenson Square,Connor,Wright,48,Partner,Single,Male,Petroleum engineer,None,Catholic
9,Stephenson Square,Aaron,Mitchell,57,Head,Widowed,Male,Unemployed,None,Christian
9,Stephenson Square,Kerry,Hawkins,14,Step-Daughter,NA,Female,Student,None,NA
10,Stephenson Square,Mohammed,Potter,67,Head,Married,Male,Audiological scientist,None,Catholic
10,Stephenson Square,Frances,Potter,66,Wife,Married,Female,Dance movement psychotherapist,None,None
10,Stephenson Square,Natalie,Potter,40,Daughter,Single,Female,Hydrogeologist,None,Catholic
10,Stephenson Square,Benjamin,Potter,36,Son,Single,Male,"Journalist, newspaper",None,None
10,Stephenson Square,Sandra,Potter,32,Daughter,Divorced,Female,"Designer, jewellery",None,Catholic
11,Stephenson Square,Hayley,Sullivan,50,Head,Single,Female,"Engineer, chemical",None,Catholic
11,Stephenson Square,Samuel,Sullivan,17,Son,NA,Male,Student,None,NA
11,Stephenson Square,Elizabeth,Sullivan,15,Daughter,NA,Female,Student,None,NA
11,Stephenson Square,Timothy,Sullivan,12,Son,NA,Male,Student,None,NA
11,Stephenson Square,Toby,Sullivan,10,Son,NA,Male,Student,None,NA
12,Stephenson Square,Nigel,Jones,25,Head,Single,Male,Structural engineer,None,None
13,Stephenson Square,Molly,Green,46,Head,Married,Female,Research scientist (life sciences),None,None
13,Stephenson Square,Gregory,Green,48,Husband,Married,Male,"Engineer, manufacturing systems",None,None
14,Stephenson Square,Angela,Noble,55,Head,Single,Female,Intelligence analyst,None,Christian
14,Stephenson Square,Stewart,O'Connor,55,Partner,Single,Male,Radiation protection practitioner,None,None
14,Stephenson Square,Douglas,Noble,20,Son,Single,Male,University Student,None,Christian
14,Stephenson Square,Graham,Noble,17,Son,NA,M,Student,None,NA
14,Stephenson Square,Bernard,Noble,16,Son,NA,Male,Student,None,NA
15,Stephenson Square,Chelsea,Jennings,59,Head,Divorced,Female,Meteorologist,None,Catholic
15,Stephenson Square,Brandon,Jennings,21,Son,Divorced,Male,"Sales professional, IT",None,Catholic
16,Stephenson Square,Nicola,Saunders,43,Head,Single,Female,"Restaurant manager, fast food",None,Catholic
17,Stephenson Square,Leanne,Taylor,79,Head,Widowed,Female,Unemployed,None,Christian
17,Stephenson Square,Maureen,Taylor,36,Daughter,Single,Female,Patent examiner,None,None
17,Stephenson Square,John,Taylor,30,Son,Single,Male,Control and instrumentation engineer,None,None
17,Stephenson Square,Zoe,Taylor,27,Daughter,Divorced,Female,Unemployed,None,Christian
17,Stephenson Square,Guy,Taylor,24,Son,Single,Male,"Surveyor, planning and development",None,None
18,Stephenson Square,Patrick,Harding,18,Head,Married,Male,Student,None,NA
18,Stephenson Square,Fiona,Harding,19,Wife,Married,Female,University Student,None,NA
19,Stephenson Square,Christine,Williams,47,Head,Divorced,female,"Production assistant, television",None,Catholic
19,Stephenson Square,Denis,Williams,22,Son,Single,Male,University Student,None,Catholic
19,Stephenson Square,Olivia,Williams,21,Daughter,Single,Female,University Student,None,Catholic
19,Stephenson Square,Lynda,Williams,21,Daughter,Single,Female,University Student,None,Catholic
20,Stephenson Square,Simon,Green,22,Head,Single,Male,University Student,None,Christian
20,Stephenson Square,Lydia,Wood,22,Partner,Single,Female,University Student,None,Christian
21,Stephenson Square,Norman,Richards,39,Head,Single,Male,Dancer,None,Methodist
22,Stephenson Square,Louise,Parsons,55,Head,Married,Female,Ranger/warden,None,Catholic
22,Stephenson Square,Antony,Parsons,58,Husband,Married,Male,Fish farm manager,None,None
22,Stephenson Square,Paul,Blackburn-Parsons,17,Son,NA,Male,Student,None,NA
23,Stephenson Square,Gavin,Phillips,36,Head,Divorced,Male,Press sub,None,Christian
23,Stephenson Square,Amber,Phillips,1,Daughter,NA,Female,Child,None,NA
23,Stephenson Square,Samantha,Savage,45,Lodger,Single,Female,Manufacturing engineer,None,Catholic
23,Stephenson Square,Dale,Jarvis,54,Lodger,Divorced,Male,Psychiatric nurse,None,None
23,Stephenson Square,Ashleigh,Jenkins,45,Lodger,Divorced,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Catholic
24,Stephenson Square,Nicholas,Brown,32,Head,Single,Male,Records manager,None,Christian
24,Stephenson Square,Denise,Barrett,56,None,Single,Female,"Psychologist, counselling",None,None
24,Stephenson Square,Stuart,Reynolds,50,None,Single,Male,"Lighting technician, broadcasting/film/video",None,Catholic
25,Stephenson Square,Amber,Walker,47,Head,Divorced,Female,"Research officer, trade union",None,Christian
25,Stephenson Square,John,Walker,19,Son,Single,Male,University Student,None,Christian
25,Stephenson Square,Albert,Walker,15,Son,NA,Male,Student,None,NA
26,Stephenson Square,Diane,Gill,56,Head,Single,Female,"Research officer, political party",None,None
26,Stephenson Square,Glenn,Gill,12,Son,NA,Male,Student,None,NA
27,Stephenson Square,Brenda,Ellis,36,Head,Single,Female,Unemployed,None,Catholic
27,Stephenson Square,Peter,Ellis,2,Son,NA,Male,Child,None,NA
28,Stephenson Square,Louis,Adams,40,Head,Married,Male,Logistics and distribution manager,None,None
28,Stephenson Square,Anne,Adams,36,Wife,Married,Female,Games developer,None,None
29,Stephenson Square,Ben,Watson,34,Head,Divorced,Male,Unemployed,None,Muslim
29,Stephenson Square,Geraldine,Watson,10,Daughter,NA,Female,Student,None,NA
30,Stephenson Square,Vanessa,Howell,67,Head,Divorced,female,"Presenter, broadcasting",None,None
31,Stephenson Square,Lauren,Hall,66,Head,Married,Female,Chemical engineer,None,Methodist
31,Stephenson Square,Ross,Hall,71,Husband,Married,Male,Retired Heritage manager,None,Methodist
31,Stephenson Square,Rosie,Palmer,24,Daughter,Widowed,Female,"Engineer, manufacturing systems",None,Methodist
31,Stephenson Square,Billy,Palmer,23,Son,Divorced,Male,Web designer,None,Methodist
31,Stephenson Square,Arthur,Palmer,20,Son,Divorced,Male,University Student,None,None
32,Stephenson Square,Amber,Barton,37,Head,Married,Female,"Investment banker, operational",None,Methodist
32,Stephenson Square,Elliot,Barton,39,Husband,Married,Male,Surgeon,None,None
32,Stephenson Square,Sophie,Barton,10,Daughter,NA,Female,Student,None,NA
32,Stephenson Square,Deborah,Barton,6,Daughter,NA,Female,Student,None,NA
33,Stephenson Square,Jade,Bell,69,Head,Widowed,Female,Retired IT consultant,None,Christian
34,Stephenson Square,Kenneth,Stokes,38,Head,Married,Male,"Teacher, secondary school",None,Catholic
34,Stephenson Square,Rosemary,Stokes,32,Wife,Married,Female,Adult nurse,None,Catholic
35,Stephenson Square,Debra,Watson,41,Head,Married,Female,Quality manager,None,Christian
35,Stephenson Square,Antony,Watson,44,Husband,Married,Male,"Designer, ceramics/pottery",None,Christian
36,Stephenson Square,Marcus,Tomlinson,18,Head,Married,Male,Student,None,NA
36,Stephenson Square,Jenna,Tomlinson,22,Wife,Married,Female,University Student,None,NA
37,Stephenson Square,Jade,Garner,45,Head,Married,Female,"Investment banker, operational",None,Christian
37,Stephenson Square,Nicholas,Garner,47,Husband,Married,Male,Archivist,None,Christian
37,Stephenson Square,Sara,Garner,23,Daughter,Single,Female,Television floor manager,None,Christian
37,Stephenson Square,Naomi,Garner,22,Daughter,Single,Female,University Student,None,Christian
37,Stephenson Square,Roger,Garner,6,Son,NA,Male,Student,None,NA
38,Stephenson Square,Naomi,Nicholls,51,Head,Married,Female,Haematologist,None,None
38,Stephenson Square,Harry,Nicholls,53,Husband,Married,Male,Geophysical data processor,None,None
39,Stephenson Square,Frances,Wilson,34,Head,Married,Female,"Radiographer, therapeutic",None,None
39,Stephenson Square,Hugh,Wilson,38,Husband,Married,Male,"Producer, radio",None,None
39,Stephenson Square,Mohammed,Wilson,5,Son,NA,Male,Student,None,NA
39,Stephenson Square,Suzanne,Wilson,5,Daughter,NA,Female,Student,None,NA
39,Stephenson Square,Graeme,McCarthy,48,Sibling,Single,Male,"Restaurant manager, fast food",None,None
40,Stephenson Square,Dylan,Johnson,68,Head,Single,Male,Retired Science writer,None,Christian
40,Stephenson Square,Grace,Johnson,43,Daughter,Single,Female,Office manager,None,Christian
